year,region,educ,educ_count,educ_share
1979,West,Some college,5538784.154218276,0.24114096057243697
1979,West,Less than high school,5561840.926206191,0.24214477873722878
1979,West,Advanced,1617177.9837252297,0.07040676104251212
1980,Northeast,High school,11175686.93602848,0.37516200227720176
1980,Northeast,Less than high school,9304210.866887411,0.3123375232691723
1980,Northeast,Some college,4165018.0479405723,0.13981749124956744
1980,Northeast,Advanced,1706748.8559099834,0.0572946720709644
1980,Northeast,College,3437298.1098114653,0.11538831113309417
1980,Midwest,Some college,5602049.381418228,0.1639392631633207
1980,Midwest,High school,13087396.869519075,0.3829916613430026
1980,Midwest,College,3571818.9111258187,0.10452627611335677
1980,Midwest,Advanced,1658691.2882137299,0.04854020539467951
1980,Midwest,Less than high school,10251536.53635025,0.30000259398564044
1980,South,Less than high school,15339280.679692745,0.36468629271730646
1980,South,Some college,6649099.80830129,0.15808013489230455
1980,South,High school,13505229.383295218,0.32108233358106997
1980,South,College,4568515.578394572,0.10861493731656197
1980,South,Advanced,1999451.8182703655,0.04753630149275702
1980,West,Advanced,1775587.3010733922,0.07242523664397942
1980,West,High school,7592586.426779429,0.30969745524026865
1980,West,College,3450684.6552616754,0.1407515432161481
1980,West,Less than high school,5775491.676741342,0.23557915241365848
1980,West,Some college,5921790.768259685,0.2415466124859454
1981,Northeast,High school,11371636.1624616,0.3779634060379822
1981,Northeast,Less than high school,9018328.470970789,0.29974562120703424
1981,Northeast,College,3525310.612651825,0.11717209269306227
1981,Northeast,Some college,4319908.84184138,0.14358245694017355
1981,Northeast,Advanced,1851422.130558014,0.06153642312174774
1981,Midwest,Some college,5828673.492831866,0.16779446354142272
1981,Midwest,Less than high school,9866874.16199112,0.2840452221038112
1981,Midwest,High school,13542777.716483116,0.3898662576643951
1981,Midwest,Advanced,1753727.8101959229,0.050485898287387095
1981,Midwest,College,3744930.207660675,0.10780815840298397
1981,South,College,4774252.089921315,0.11104670838382295
1981,South,High school,13939887.6209205,0.3242347924634065
1981,South,Some college,6850691.867779732,0.1593436558732912
1981,South,Less than high school,15333019.924898466,0.35663835092369595
1981,South,Advanced,2095337.2132453918,0.04873649235578344
1981,West,Some college,6202431.5863860445,0.24553874262397785
1981,West,High school,7843018.9231033325,0.3104854891074966
1981,West,Advanced,1790955.527622382,0.07089944680939075
1981,West,College,3564991.8561088247,0.14112910487154862
1981,West,Less than high school,5859102.833072345,0.23194721658758624
1982,Northeast,Less than high school,8712308.409197489,0.28887208896547667
1982,Northeast,High school,11471771.114100775,0.3803669854439133
1982,Northeast,Some college,4361865.904907227,0.14462542607050607
1982,Northeast,Advanced,1932791.3632189434,0.06408513707320843
1982,Northeast,College,3681007.752946218,0.12205036244689553
1982,Midwest,High school,13535148.126199722,0.3945099784932478
1982,Midwest,Some college,5860153.462252934,0.17080633287532762
1982,Midwest,College,3871704.900683721,0.11284887338205983
1982,Midwest,Less than high school,9213207.040798822,0.26853803723682645
1982,Midwest,Advanced,1828546.3597246807,0.0532967780125383
1982,South,High school,14806878.076655865,0.32852401101572
1982,South,Less than high school,15435295.95422268,0.3424668800434403
1982,South,College,5123182.226000468,0.11366936131551131
1982,South,Some college,7391160.82184283,0.16398958556174287
1982,South,Advanced,2314398.8366063437,0.05135016206358565
1982,West,High school,8251058.925875981,0.3158446376124745
1982,West,Less than high school,5730106.642588139,0.21934438625002814
1982,West,College,3806050.492120107,0.14569289217514966
1982,West,Some college,6503725.871436119,0.24895797732732025
1982,West,Advanced,1832847.8788410823,0.07016010663502749
1983,Northeast,Less than high school,8370635.928775151,0.274749504440707
1983,Northeast,College,3900471.993279775,0.1280252487812221
1983,Northeast,Advanced,2056486.870698293,0.06750009837016693
1983,Northeast,High school,11638904.355273565,0.3820239263843028
1983,Northeast,Some college,4499928.61065038,0.14770122202360111
1983,Midwest,High school,13693319.884501776,0.394812923074302
1983,Midwest,Less than high school,8974748.258965174,0.25876461105596715
1983,Midwest,Advanced,1941987.6131280265,0.05599239721120848
1983,Midwest,Some college,6113501.915426254,0.17626766787078563
1983,Midwest,College,3959501.2761904397,0.11416240078773673
1983,South,Some college,7815189.970443408,0.16903929690679229
1983,South,Less than high school,15187649.4877038,0.3285025189122298
1983,South,Advanced,2500070.0990626016,0.0540754726835206
1983,South,High school,15326945.149228415,0.3315154259273297
1983,South,College,5403122.55655098,0.1168672855701277
1983,West,Advanced,1938144.4570639927,0.07242929468949684
1983,West,Some college,6669379.728514035,0.24923759835965112
1983,West,College,3969822.3431598344,0.14835397398253836
1983,West,High school,8472633.976818085,0.31662598774129397
1983,West,Less than high school,5709143.207753499,0.21335314522701979
1984,Northeast,Less than high school,8002572.900680542,0.25984319060333383
1984,Northeast,Some college,4726655.688262939,0.15347430259800487
1984,Northeast,College,4066048.0349413557,0.13202440110926444
1984,Northeast,High school,11850629.570134481,0.3847894216496413
1984,Northeast,Advanced,2151794.8428993225,0.06986868403975562
1984,Midwest,Less than high school,8791593.810300827,0.2509237801661197
1984,Midwest,High school,13979955.618911743,0.3990065267052969
1984,Midwest,Some college,6327534.814558029,0.18059625922905323
1984,Midwest,College,3988962.925258001,0.11385030720772019
1984,Midwest,Advanced,1948862.4633725483,0.055623126691810035
1984,South,Advanced,2610393.6984418235,0.054795824524639956
1984,South,High school,16160068.986051878,0.3392225107631633
1984,South,College,5617726.311796824,0.11792395353713041
1984,South,Less than high school,14989946.031725725,0.31465998898118763
1984,South,Some college,8260416.286564509,0.1733977221938787
1984,West,Some college,6910397.504747073,0.25140195275346544
1984,West,College,4202491.204472542,0.15288765870673734
1984,West,High school,8693814.066189447,0.31628308380439096
1984,West,Less than high school,5633421.830416362,0.2049452651425312
1984,West,Advanced,2047321.0128793716,0.0744820395928751
1985,Northeast,High school,11950820.083962759,0.3818472360838361
1985,Northeast,Less than high school,7866980.083653768,0.2513622144894419
1985,Northeast,Some college,4899814.1274808245,0.15655666044322955
1985,Northeast,College,4254246.772595723,0.1359297822510269
1985,Northeast,Advanced,2325524.2598228455,0.0743041067324656
1985,Midwest,Some college,6529615.56701533,0.18331256934459217
1985,Midwest,Less than high school,8665717.52692159,0.243281542193544
1985,Midwest,College,4184632.747566223,0.11747947070496861
1985,Midwest,Advanced,1949604.131702423,0.054733228766569546
1985,Midwest,High school,14290549.205533981,0.40119318899032574
1985,South,College,5813701.037644704,0.11972957362599324
1985,South,High school,16664514.349887213,0.34319535608672586
1985,South,Advanced,2648697.865606308,0.05454829274151995
1985,South,Some college,8455950.078919092,0.17414505682284448
1985,South,Less than high school,14974070.945561728,0.30838172072291653
1985,West,High school,8952319.218891144,0.3182584427878879
1985,West,College,4401564.318995793,0.15647732970002853
1985,West,Some college,7128101.089957237,0.253406776216971
1985,West,Less than high school,5574254.580612819,0.19816692626258087
1985,West,Advanced,2072847.1418387096,0.07369052503253164
1986,Northeast,Less than high school,7621994.227759044,0.24054561362527926
1986,Northeast,Some college,5073835.294771831,0.16012723021614356
1986,Northeast,High school,12133368.184694925,0.38292189788065384
1986,Northeast,Advanced,2426542.449488322,0.07658023937805704
1986,Northeast,College,4430533.863782247,0.1398250188998663
1986,Midwest,High school,14423690.773117065,0.40111607302380853
1986,Midwest,Less than high school,8450920.303011576,0.23501612858333737
1986,Midwest,College,4321355.341496785,0.12017486453275207
1986,Midwest,Some college,6716759.203619639,0.186789922051289
1986,Midwest,Advanced,2046169.429716746,0.056903011808812964
1986,South,High school,17138415.842910767,0.34466094181411916
1986,South,Some college,8956384.946846008,0.18011676804461682
1986,South,College,6069010.789162953,0.12205042715999904
1986,South,Less than high school,14871943.377179464,0.2990812020181657
1986,South,Advanced,2689681.737431844,0.05409066096309929
1986,West,Some college,7472291.505073547,0.25633098351003497
1986,West,High school,9320065.446681976,0.31971739066975413
1986,West,College,4495719.936607361,0.15422207660846526
1986,West,Less than high school,5652454.587127686,0.1939029336021584
1986,West,Advanced,2210417.827448527,0.0758266156095872
1987,Northeast,High school,12346680.875358582,0.38471509431025963
1987,Northeast,Less than high school,7379908.354011536,0.2299534722794205
1987,Northeast,College,4618008.26028188,0.14389433899807536
1987,Northeast,Some college,5243400.764320374,0.16338119045240282
1987,Northeast,Advanced,2505052.0525004067,0.07805590395984167
1987,Midwest,Less than high school,8184607.223925273,0.2254832912499733
1987,Midwest,Some college,6847750.2401822405,0.18865331219566708
1987,Midwest,High school,14703662.211823782,0.40508115517849297
1987,Midwest,College,4432916.011829376,0.12212540746733815
1987,Midwest,Advanced,2129129.58596166,0.05865683390852859
1987,South,Some college,9318541.589478811,0.1831027259475457
1987,South,High school,17620981.40317281,0.34623977344639467
1987,South,Less than high school,14679123.86219279,0.2884343615232492
1987,South,College,6368832.256056468,0.12514303187778333
1987,South,Advanced,2904945.0256373086,0.057080107205027104
1987,West,High school,9474453.576218287,0.31689808703356626
1987,West,College,4625941.75759697,0.15472682217693715
1987,West,Some college,7758718.314552307,0.259510796262228
1987,West,Less than high school,5735697.274730046,0.19184552222916645
1987,West,Advanced,2302667.0481554666,0.07701877229810218
1988,Northeast,High school,12594864.618647257,0.3887443527731238
1988,Northeast,Less than high school,7129117.588851929,0.22004239718611576
1988,Northeast,Some college,5321515.622561137,0.16425020904168994
1988,Northeast,College,4723903.626925151,0.14580473181845652
1988,Northeast,Advanced,2629434.767389933,0.08115830918061391
1988,Midwest,Some college,6996256.206801097,0.18963913629581222
1988,Midwest,High school,15093906.796696981,0.40913245079168997
1988,Midwest,Advanced,2275949.643637339,0.06169144066687797
1988,Midwest,Less than high school,8001947.614608765,0.21689920858581316
1988,Midwest,College,4524410.055605571,0.12263776365980664
1988,South,Less than high school,14512653.1428744,0.28085537134116817
1988,South,Some college,9613245.58712387,0.18603983934468704
1988,South,College,6595000.5014470415,0.12762940701428777
1988,South,High school,17818176.13817215,0.3448253345988475
1988,South,Advanced,3133972.8386904397,0.06065004770100954
1988,West,Less than high school,5912358.313976924,0.19268297565113343
1988,West,Some college,7902905.869452794,0.257554657270543
1988,West,College,4866272.409454346,0.1585911743484926
1988,West,High school,9556702.821289698,0.31145168124647393
1988,West,Advanced,2446144.0607922873,0.07971951148335706
1989,Northeast,Less than high school,7018670.234629313,0.2134609058857544
1989,Northeast,High school,12700756.118181864,0.3862718742711131
1989,Northeast,Advanced,2812912.450902303,0.08554994320496602
1989,Northeast,College,4852138.059183757,0.14756951829505818
1989,Northeast,Some college,5495877.530359904,0.1671477583431083
1989,Midwest,High school,15075783.16938273,0.402809341831499
1989,Midwest,Less than high school,7736562.648915608,0.20671295637740672
1989,Midwest,Some college,7392174.736550649,0.1975112673669025
1989,Midwest,Advanced,2450177.0358988442,0.06546619755088165
1989,Midwest,College,4771900.066684723,0.12750023687331008
1989,South,High school,18219924.748710632,0.34507082818834683
1989,South,Less than high school,14304883.2280159,0.2709230675048951
1989,South,College,6849263.592941284,0.1297195840868551
1989,South,Some college,10102828.631328583,0.19133950830967092
1989,South,Advanced,3323635.979841868,0.06294701191023211
1989,West,College,4935761.797545751,0.15903227233754005
1989,West,Less than high school,5933146.924806595,0.19116843078481943
1989,West,Some college,7960645.3755607605,0.2564952636041434
1989,West,High school,9674559.688155493,0.3117182866964053
1989,West,Advanced,2532113.7984167733,0.08158574657709193
1990,Northeast,Some college,5651285.280741374,0.17164017726433506
1990,Northeast,Less than high school,6761059.067375183,0.20534609724509928
1990,Northeast,High school,12650131.478309631,0.3842083174872687
1990,Northeast,College,4996769.18174235,0.1517612906617787
1990,Northeast,Advanced,2865944.016998291,0.08704411734151828
1990,Midwest,High school,14756458.797779083,0.3994685167007854
1990,Midwest,College,4827102.429943085,0.13067331899048407
1990,Midwest,Advanced,2439582.1515197754,0.06604133666432138
1990,Midwest,Some college,7557091.357446034,0.20457618704466138
1990,Midwest,Less than high school,7359995.045756022,0.19924064059974772
1990,South,High school,18481819.72823588,0.346348488754013
1990,South,Less than high school,13977516.83658727,0.26193805069366205
1990,South,Some college,10480403.799257914,0.19640230620035765
1990,South,Advanced,3347218.0389938354,0.06272671881787385
1990,South,College,7074959.804578145,0.1325844355340935
1990,West,Less than high school,6327686.319400151,0.194626758465409
1990,West,Some college,8313870.721134822,0.25571775007145653
1990,West,High school,10155681.500336329,0.31236810275465027
1990,West,Advanced,2652150.0561421714,0.08157474032937458
1990,West,College,5062514.541550954,0.15571264837910964
1991,Northeast,Some college,5869665.359285991,0.177179584711267
1991,Northeast,High school,12807900.641019186,0.3866146326398062
1991,Northeast,College,5097050.08384196,0.15385770087879472
1991,Northeast,Less than high school,6464058.612106323,0.1951217233586219
1991,Northeast,Advanced,2889664.3776372275,0.08722635841151022
1991,Midwest,College,5024375.691515605,0.13444567660583245
1991,Midwest,Less than high school,7179222.694972992,0.19210654457219425
1991,Midwest,High school,15012503.085006714,0.40171481169674117
1991,Midwest,Some college,7683093.76054128,0.20558947070903244
1991,Midwest,Advanced,2471851.7094434104,0.06614349641619963
1991,South,Some college,10890737.964406332,0.20056068936175164
1991,South,High school,18938657.53653717,0.34876885510678807
1991,South,College,7369148.725213368,0.13570811759206916
1991,South,Advanced,3321424.3171933494,0.061166392295574426
1991,South,Less than high school,13781490.027938843,0.2537959456438167
1991,West,Less than high school,6300438.763378143,0.19042264686126026
1991,West,High school,10229667.871650696,0.30917853593848293
1991,West,Some college,8534148.702082315,0.25793365281226327
1991,West,College,5252721.680455525,0.15875674745572244
1991,West,Advanced,2769627.266263962,0.08370841693227107
1992,Northeast,Advanced,3000385.047978719,0.09033417407947626
1992,Northeast,High school,12763291.15703837,0.3842711341278227
1992,Northeast,Less than high school,6178198.386405945,0.1860102752182134
1992,Northeast,Some college,6345517.883644104,0.19104785151215764
1992,Northeast,College,4926893.021570842,0.14833656506232995
1992,Midwest,Some college,8265807.34828949,0.21948668513718608
1992,Midwest,High school,15155245.210043589,0.4024258482484519
1992,Midwest,Less than high school,6797025.753190358,0.18048529181708536
1992,Midwest,Advanced,2444564.851003011,0.0649119212608509
1992,Midwest,College,4997077.94138972,0.13269025353642575
1992,South,Some college,11963205.945799509,0.21649349652452407
1992,South,High school,19072921.133954365,0.34515525386203794
1992,South,College,7311383.23822403,0.13231126579658103
1992,South,Less than high school,13229249.315242767,0.23940459218268237
1992,South,Advanced,3682202.588973999,0.06663539163417456
1992,West,Less than high school,6224197.201949437,0.18313276276730747
1992,West,High school,10150384.950173697,0.29865185481186307
1992,West,Some college,9351086.959162394,0.2751343400836323
1992,West,College,5607909.533231735,0.16499990807620818
1992,West,Advanced,2653770.7947419486,0.07808113426098903
1993,Northeast,Less than high school,5969996.433074951,0.17875317438564564
1993,Northeast,College,5115546.634615581,0.15316930418739855
1993,Northeast,Some college,6523672.960128784,0.1953313144068643
1993,Northeast,High school,12721075.334571838,0.38089346001207347
1993,Northeast,Advanced,3067696.973162333,0.09185274700801807
1993,Midwest,College,5143572.191469829,0.13535214416244692
1993,Midwest,Some college,8760388.532051086,0.23052799248655803
1993,Midwest,High school,15232614.790400187,0.4008434209401261
1993,Midwest,Advanced,2449313.800682068,0.06445323644893859
1993,Midwest,Less than high school,6415519.701101939,0.16882320596193032
1993,South,Some college,12647182.98131307,0.22532937547244236
1993,South,Less than high school,12705913.91982778,0.2263757591387484
1993,South,High school,19331751.551150005,0.3444254353119824
1993,South,College,7619470.311934154,0.13575279881343866
